id	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
1074	fc9227f2f21df13282dd35ae5547fc4f	DQ314810.1.1782	100	369	0	0	1	369	402	34	0	682
1075	39ae57b5005f2ff12a9620bf739334cd	FJ537298.1.1778	98.034	356	7	0	1	356	405	50	9.27e-177	619
1076	44ff29846d57a18a416ea0bb06d57e66	AAFU01000612.1150.2962	100	359	0	0	1	359	407	49	0	664
1077	2b6e1962fc1dcaba6186ef57d12c7d88	AB275039.1.1729	99.721	359	1	0	1	359	359	1	0	658
1078	40a92e91720e6158d604e7181f03d84d	SIMON.SLH10	96.676	361	12	0	1	361	375	15	3.41e-171	601
1079	4bca3f750a630f12a6a3bfe47935c995	JPPO02000002.303880.305702	100	359	0	0	1	359	407	49	0	664
1080	dd6f6f380c9d49717b22a07150a4fae7	HM564415.1.1618	100	314	0	0	1	314	314	1	4.35e-165	580
1081	80f7a67dc2412c36dbc761e1fef0bee2	MH063488.1.1608	99.143	350	2	1	1	350	379	31	1.51e-179	628
1082	ab627b647c33de24c025e2b2ba9caa55	KY054972.1.1739	99.714	350	1	0	1	350	373	24	0	641
1083	5412106b41a43cb3f01245ba4ab23bf4	JN090861.1.1823	98.378	370	5	1	1	369	420	51	0	649
1084	717a57cfd85d6f39e19cbab9bca8e84a	AB695521.1.1763	91.803	366	24	6	1	362	390	27	2.76e-142	505
1085	39bda8f8e98b5d4edb8a219fc3303928	SIMON.TN8	92.287	363	27	1	1	363	375	14	4.59e-145	514
1086	878ee4d02822122afcd8d860784859e9	KJ925267.1.1508	99.448	362	2	0	1	362	362	1	0	658
1087	83372e0606572d53fb7eefc5c86236fa	MH063506.1.1610	99.424	347	2	0	1	347	380	34	4.17e-180	630
1088	312c2a34fec56f66d7ff6b32a56659e0	SIMON.SLH10	96.399	361	12	1	1	360	375	15	5.69e-169	593
1089	cf4f0466a48581e80a6ce79e249b130e	FN690187.1.1699	99.176	364	3	0	1	364	368	5	0	656
1090	13c5c884b4a9b05e7161e9f263f18031	KR024701.1.1731	99.707	341	1	0	1	341	411	71	1.9e-178	625
1091	fa47d4736ba05419b42e78748df4ee32	GAMG01021469.3943.5734	100	361	0	0	1	361	409	49	0	667
1092	a2c0c731ddb89f25c60f30d01c5fff60	OQ396716.1	99.425	348	0	2	1	347	350	4	4.36e-180	630
1093	8518bb46b7cdb0758216d9d242208e06	SIMON.RF9	95.879	364	14	1	1	363	377	14	2.67e-167	588
1094	0b103791d950de27ae7d60a7305d298c	SIMON.CB6	96.944	360	10	1	1	360	372	14	9.45e-172	603
1095	504e8101327d018a7d0f4e1aa71aff71	HM070351.1.1723	98.925	372	3	1	1	372	374	4	0	665
1096	075078331eae548ab04f973bf84c30b5	SIMON.SLH10	95.014	361	17	1	1	360	375	15	1.24e-160	566
1097	a3ce35772ccd2f1fdf3a491c3a69098d	OQ396722.1	93.391	348	17	6	1	347	347	5	5.93e-144	510
1098	5b3da4c2e30f1bec92d0bc36655520b1	AF358099.1.1831	99.191	371	3	0	1	371	427	57	0	669
1099	4e161092370228f399929f78e222b5e7	AY854211.1.1404	97.23	361	9	1	1	361	378	19	5.66e-174	610
1100	e4a32f81fbd62f59f5838ca20e189994	SIMON.CB6	95.568	361	14	2	1	361	372	14	5.74e-164	577
1101	62a3e7e3b68ecff0ae8e42b5681e7ae4	OQ396740.1	97.681	345	6	2	1	344	345	2	2.06e-168	592
1102	ac2ffb2d882d6278b86146e8f1e10cf9	FJ800636.1.1386	98.356	365	5	1	1	364	394	30	0	640
1103	4c4242e43d0c328cc5ec5bc869eadb24	AY620271.1.1269	91.914	371	28	2	1	371	395	27	3.64e-146	518
1104	ec55a71c593a4f9a98b471febebfbb8a	MN786738.1	98.066	362	7	0	1	362	362	1	4.36e-180	630
1105	a2c109d6f43dc09d1ca399f70042b04e	AB695521.1.1763	91.257	366	25	7	1	361	390	27	2.14e-138	492
1106	1e1953affc71965bf34c33af6e059552	OR590999.1	97.222	360	9	1	1	360	359	1	2.05e-173	608
1107	a6e80e0e52a64ba6cc7e69a2d146077d	KP260512.1.1728	98.05	359	7	0	1	359	365	7	2.01e-178	625
1108	564a46d6761d737e81c71e1ddb68de03	AB505500.1.1725	94.505	364	20	0	1	364	364	1	1.65e-159	562
1109	6de3f2577fbc480dc40a7113160c8412	LC019991.1.1784	100	385	0	0	1	385	415	31	0	712
1110	d99df3f83165fc681876e459653a472f	AB275055.1.1709	98.365	367	2	4	1	366	364	1	0	641
1111	ce42e9d46781a6da20b8237be2362374	AC256215.2907.4706	99.727	366	1	0	1	366	414	49	0	671
1112	0477934276a3b8ec6ca9a3f27c9a826f	KC161253.1.1728	99.727	366	1	0	1	366	366	1	0	671
1113	99eb7c9f84a12f9e9a002154901aa9b0	AF022196.1.1803	99.725	364	1	0	1	364	414	51	0	667
1114	974f933f24bc5baee26463e7a78fa73b	AB178865.1.1782	95.317	363	12	3	1	359	390	29	2.66e-162	571
1115	b8c8afc9c11769f6e87964a6149a42c1	DQ839602.1.1815	99.178	365	3	0	1	365	414	50	0	658
1116	47eb75f7c7646b4947d9598785d7025c	HM536152.1.1799	99.727	366	1	0	1	366	407	42	0	671
1117	22dc091745b27cccfaa1e57b47144e16	MW078526.1	99.169	361	3	0	1	361	362	2	0	651
1118	4679a8b3897b5c2eff3f1f493054a650	KR024701.1.1731	91.304	345	24	6	1	343	411	71	1.23e-130	466
1119	abab56fbc98b45bd5981e8cbe03694bc	SIMON.SLH10	96.409	362	12	1	1	362	375	15	1.59e-169	595
1120	8ba110018087000332b27cd8b4342a73	SIMON.SLH10	96.676	361	12	0	1	361	375	15	3.41e-171	601
1121	ee62e7ba574235267ceeee25b18fd00b	AB252753.1.1720	97.796	363	6	2	1	361	363	1	2.05e-178	625
1122	bc0570f606f7c40cf11b25364ca70fab	FR874390.1.1819	98.374	369	6	0	1	369	418	50	0	649
1123	2c245121419ee6119ed33ac5196d6dd9	AB013509.1.1782	100	362	0	0	1	362	394	33	0	669
1124	b35d71020540129da203491da37707fa	AY854218.1.1398	96.657	359	12	0	1	359	377	19	4.38e-170	597
1125	1b3ea1f10dcb38b72c95005ff2efa647	LC054923.1.1797	97.796	363	6	2	1	362	445	84	2.03e-178	625
1126	95925b92549a43809cd0f2761cd31543	MG669750.1	98.615	361	5	0	1	361	361	1	0	640
1127	f527efbc2d67140e8995df81d63c4538	AC256215.2907.4706	99.727	366	1	0	1	366	414	49	0	671
1128	c0bd9a600681b17ebcfc8ba01471ade7	DQ371292.1.1755	99.725	364	1	0	1	364	393	30	0	667
1129	bd61aeea8937b10f8de0990e0b0335ce	SIMON.CB19	96.667	360	12	0	1	360	372	13	1.22e-170	599
1130	17e06e9fb770a2f9139701ea6c96abca	MH040328.1.1730	96.296	351	11	2	1	350	386	37	2e-163	575
1131	3d2e86ed6b7ceb38324a6ea689d3ad97	JQ698907.1.1753	100	361	0	0	1	361	382	22	0	667
1132	438a81ebda46a74d57ae79b6dbf955f6	KY980400.1.1711	95.575	339	8	6	1	335	336	1	9.95e-152	536
1133	2855a8b6f906679484287a8581e09295	FPLL01002833.3.1802	100	364	0	0	1	364	412	49	0	673
1134	9981620b2baf6ddbf4f6440244a61d1c	AF022196.1.1803	99.725	364	1	0	1	364	414	51	0	667
1135	2e20bae664996118b3cecdb0139e19e1	KJ759247.1.1802	99.725	363	1	0	1	363	412	50	0	665
1136	599f19df6d916fb1de277abb0e7e1559	AM502013.1.1726	96.581	351	9	3	1	350	379	31	1.54e-164	579
1137	033168c4fb0d5844c7249498e7983989	SIMON.CB6	95.291	361	14	3	1	360	372	14	9.58e-162	569
1138	205e60584b93cc9fef4d6ddf22a36367	AB181898.1.1744	98.626	364	5	0	1	364	383	20	0	645
1139	5a8f37b8158ef1591ca7444a52427219	ABVF01000122.31507.33296	99.169	361	2	1	1	361	408	49	0	649
1140	1334a13107ada34c4ede2c23416ba30e	AB191413.1.1728	94.46	361	11	4	1	361	352	1	4.57e-155	547
1141	ed773a3a8aacc1c2dd7222e22e07a0a1	MG799153.1.1698	98.291	351	4	2	1	349	375	25	4.22e-175	614
1142	0eaab7f88d8649d90818733c0a3cd01c	AB275039.1.1729	93.37	362	19	4	1	360	359	1	4.59e-150	531
1143	61d595dbebbd32c59240ed7547d39951	EF591327.1.1704	97.027	370	11	0	1	370	370	1	2.1e-178	625
1144	f31def2d11dd096fce0cb9797aa18658	SIMON.SLH10	95.845	361	15	0	1	361	375	15	3.43e-166	584
1145	f475322463514d73c9741102a89473ae	CCCW010019571.8364.10145	99.727	366	1	0	1	366	414	49	0	671
1146	bb0c7a8835cfe8ec05cd18f0604a6745	AC256215.2907.4706	99.727	366	1	0	1	366	414	49	0	671
1147	748800b1400ef9a390e6ffa2279dd35a	MH063511.1.1739	98.857	350	4	0	1	350	383	34	1.96e-178	625
1148	d228a544e0ece7565862546fab8a6cb6	AY357280.1.1774	99.444	360	2	0	1	360	405	46	0	654
1149	e6388a9e83b960d17da2993bbd125854	KC674659.1.1791	98.006	351	6	1	1	351	400	51	1.98e-173	608
1150	f4f5a63670f93a10386e7b086d9b027d	KY077715.1.1337	100	329	0	0	1	329	329	1	2.04e-173	608
1151	d86cf4c9ebe4b876be7f33122324f0af	AB505485.1.1703	92.055	365	25	4	1	363	364	2	6.05e-144	510
1152	9c3311a902a40abf7d0083074b1f8b8f	JF694285.1.1977	96.73	367	9	2	1	365	395	30	2.06e-173	608
1153	fba1017c4c84d2bacb74009afca1d660	KT072998.1.1741	96.275	349	12	1	1	349	383	36	2.58e-162	571
1154	8d511daac9fcb548d4c3e3f8f5283be6	EF591328.1.1705	95.699	372	14	1	1	372	370	1	4.61e-170	597
1155	773d5d8df9ea99ae962199ba5e2c07b4	DQ093368.1.1806	100	363	0	0	1	363	413	51	0	671
1156	a91d94b3bd0ba392996356380011606f	EU050973.1.1757	99.449	363	2	0	1	363	392	30	0	660
1157	e6de796a59cfbc2d7379e02425ae5931	AB695521.1.1763	91.553	367	22	9	1	361	390	27	4.6e-140	497
1158	602aae246b1968bd1034955cece1232f	HQ232201.1.1724	99.164	359	3	0	1	359	381	23	0	647
1159	d46425ffb42a0a383aaeaf08a0735f3b	GU827594.1.1717	90.258	349	24	8	6	347	375	30	1.25e-125	449
1160	2be4d5108c96ea95d9c2a0889d3d323b	AY620331.1.1246	100	361	0	0	1	361	387	27	0	667
1161	7cbf32ea8424c00de10e1d7222209c4d	SIMON.RF9	97.802	364	8	0	1	364	377	14	1.58e-179	628
1162	1f4ad2d477130c879b427c640a91f645	JX188294.1.1775	92.8	375	24	3	1	375	402	31	7.85e-153	540
1163	8922996d00e6c1a95b37bfa4700f608a	KJ761570.1.1798	97.253	364	8	2	1	362	414	51	1.22e-175	616
1164	edb0ac9823263cad699dc63ca682e53a	KX602104.1.1723	93.681	364	16	5	1	357	384	21	2.68e-152	538
1165	6203f69c3ac8ead1b4d2b4f6e7227cec	AB275019.1.1721	99.721	359	1	0	1	359	359	1	0	658
1166	c4f4dfba6d2da4b1fd09bccdf1369dd7	AB058346.1.3126	99.721	359	1	0	1	359	389	31	0	658
1167	d0260e50a9305bd860a8161bd9fec1b9	MH063509.1.1745	99.429	350	2	0	1	350	386	37	0	636
1168	ef81975fb55a99919ea190c69a9f1870	AY284641.1.1709	99.725	364	1	0	1	364	380	17	0	667
1169	ae4493b2872884f6d226099ee5dc4ae3	M89994.1.1709	100	359	0	0	1	359	359	1	0	664
1170	dbba522c5a091a244491000e0ca24368	HG530941.1.1588	99.162	358	3	0	1	358	370	13	0	645
1171	307f4893b802aa648bfbd779b9a255af	AF372779.1.1550	98.48	329	4	1	1	328	329	1	1.59e-164	579
1172	8edc53bf1069465957324d5f098ec08a	MG669887.1	95.028	362	13	4	1	358	361	1	4.43e-160	564
1173	f7a9af44278902d0ff58d53792524ed7	AC256215.2907.4706	99.18	366	3	0	1	366	414	49	0	660
1174	e55cd76d39ad20fda4db41816bfcd3ee	DQ303924.1.1813	99.458	369	2	0	1	369	414	46	0	671
1175	3696e0066e06636bd1d405f597566601	AF115997.1.1792	97.727	396	8	1	1	395	409	14	0	680
1176	f7c29c57609c544270a4cd77056be42c	AB072227.1.1783	99.725	364	1	0	1	364	393	30	0	667
1177	20c46f9e74759ad7bbae9d831a6da1ac	SIMON.RF9	96.978	364	11	0	1	364	377	14	1.59e-174	612
1178	d4f099869dc777ed2fed07c4988be398	JX188322.1.1754	98.895	362	4	0	1	362	392	31	0	647
1179	7c10814c04d0be8c3d515b7a17d44510	FJ832158.1.1754	91.831	355	27	2	1	354	409	56	5.83e-139	494
1180	a82a578f25dd5945eb516f7204e68025	JN546129.1.1644	99.721	359	1	0	1	359	392	34	0	658
1181	63471f6ff1623b321e699af4a1cfcbf8	AUSX01001791.3783.5581	100	366	0	0	1	366	414	49	0	676
1182	2177d1f7ac83dd8619923e24904f512f	KP187822.1.1301	95.17	352	16	1	1	351	382	31	2.61e-157	555
1183	ae4628756f8c4b220bc3b9c726f5a7ff	DQ839602.1.1815	99.452	365	2	0	1	365	414	50	0	664
1184	423026a6415df4235ab3ecff3a318375	KC779516.1.1809	91.057	369	29	3	1	365	404	36	4.65e-140	497
1185	68cbdd197ff725946d9714a8d46563ce	KU965565.1.1699	97.983	347	6	1	1	346	360	14	3.28e-171	601
1186	8d8989a1985e32b12dab19f2b060750d	OQ396740.1	97.681	345	6	2	1	344	345	2	2.06e-168	592
1187	5fe97c4634d9470b7b475e2992ab2b55	HQ912592.1.1512	92.023	351	24	3	1	350	348	1	7.47e-138	490
1188	9517ec81bbc57580fd2dddf01fe84793	D14405.1.1770	99.443	359	2	0	1	359	389	31	0	652
1189	94c5ce816ef618d271ab2be7f72f756c	AC256215.2907.4706	99.727	366	1	0	1	366	414	49	0	671
1190	aab28150ae99fe5ba2483ba3c716565f	SIMON.GV2	98.347	363	6	0	1	363	375	13	0	638
1191	8f3ef441db12353f28c4614aa706aecc	DQ103873.1.1810	99.438	356	2	0	1	356	418	63	0	647
1192	f2c0ca7e20cbff73e71a3ef19b5ec30d	KT201581.1.1766	98.082	365	6	1	1	365	394	31	0	634
1193	faf156931c8231354fa48fbdabc2da08	EF591333.1.1699	96.694	363	10	2	1	362	362	1	9.62e-172	603
1194	0d8e99c1f29d4131edd7eb6e5e3bfa2e	MKYQ01000782.2870796.2872366	100	366	0	0	1	366	411	46	0	676
1195	afc5500579bc3746d56822d59d05e7a9	KJ887451.1.1778	100	361	0	0	1	361	398	38	0	667
1196	17b436bab1580a8a454eb755154c9fec	DQ810194.1.1714	99.444	360	2	0	1	360	388	29	0	654
1197	e28ec0138b7980ac9f03818fc6131c7c	AY620297.1.1253	92.683	328	18	5	13	340	348	27	3.38e-131	468
1198	3cb6036b16dccfed88a7da62f185deda	LC257669.1.1771	94.652	374	18	2	1	373	403	31	1.65e-164	579
1199	a21d6e2eea72e3e4751b626ab86c08ff	AY489687.1.1754	100	359	0	0	1	359	376	18	0	664
1200	ddad28bf7ab3db22332288522097da3a	EF100280.1.1331	98.072	363	7	0	1	363	414	52	1.22e-180	632
1201	4cadaa142de696edc35333b35628976b	DQ369017.1.1820	95.957	371	11	3	1	370	417	50	1.26e-170	599
1202	8c7be5f1d9bc22799a685e72416bca5e	SIMON.SLH10	96.122	361	14	0	1	361	375	15	7.38e-168	590
1203	f1fb571d57113e3e919ef3dd5c1861ec	FJ196072.1.1760	98.596	356	5	0	1	356	406	51	4.28e-180	630
1204	aba266d4221c8bf3ee680a53403209f2	KX981845.1.1628	99.429	350	2	0	1	350	386	37	0	636
1205	a7f2f41aa0f7aef5ceead2d7326d014e	EU011931.1.1798	92.603	365	21	5	1	362	397	36	9.85e-147	520
1206	53842a3b735e0ee29c8c635028c838e2	AF022196.1.1803	99.451	364	2	0	1	364	414	51	0	662
1207	070f4df210977c67770a9dcbee2d1552	FN690728.1.1696	97.79	362	6	2	1	360	362	1	7.27e-178	623
1208	b42e015bc86430de487562ff67e747ec	OQ396740.1	97.681	345	6	2	1	344	345	2	2.06e-168	592
1209	2ec5465d6c0dd2b846b9bdaec76c52dd	DQ836896.1.2100	99.721	358	1	0	1	358	391	34	0	656
1210	028a83bd97b4e46fa57b0f5a999d10b2	AB275045.1.1719	99.725	364	1	0	1	364	364	1	0	667
1211	f57e25b759387cbd9f5bf872e6ff2607	KY322507.1.1732	98.011	352	5	2	1	351	372	22	5.49e-174	610
1212	1e5b43e823cdd1468e28680105fcb8f9	EU050975.1.1777	98.645	369	4	1	1	369	397	30	0	652
1213	b2ba38c325f627849e32e3a11cd987d0	AB695524.1.1779	93.817	372	21	2	1	371	397	27	2.14e-158	558
1214	026557b889ad862e637247709f0fda49	MG669917.1	99.164	359	3	0	1	359	379	21	0	647
1215	247f2d2be0f8a284d90480b5f0f2f28c	EF591333.1.1699	96.694	363	10	2	1	362	362	1	9.62e-172	603
1216	8b464fc409e021f9beec1355f3a9f393	HG530941.1.1588	94.167	360	17	4	1	358	370	13	1.61e-154	545
1217	81ea406fa7b636f8f82eec2ebac2de8e	SIMON.CB18	95.304	362	16	1	1	362	372	12	7.45e-163	573
1218	75d9787910b4a3ed753ccc350eb0bc89	FN690728.1.1696	98.343	362	4	1	1	360	362	1	0	634
1219	8f037a6938f3ba82ff6ab9479f3101fb	FN263028.1.1816	93.867	375	14	6	1	371	419	50	7.71e-158	556
1220	066ceee24665b0a011bd37dc86eee39d	FJ997213.1.2232	99.405	336	1	1	1	335	336	1	1.96e-173	608
1221	7044a67db2ce057ce37e1876de025fa3	KP187826.1.1206	99.458	369	2	0	1	369	401	33	0	671
1222	4284e3eee9ee069748e0d6db68d04a8e	KJ763672.1.1776	99.722	360	1	0	1	360	410	51	0	660
1223	ddb24ce00d99cf829c99bede5aaaaf4b	SIMON.SLH10	96.122	361	14	0	1	361	375	15	7.38e-168	590
1224	c84c2eefe82ae598b8f8b43ef9b59bc0	KJ925316.1.1728	97.826	368	8	0	1	368	369	2	0	636
1225	29862a370cdd24773088a7d2ca90a6d1	KF129738.1.1746	97.714	350	8	0	1	350	380	31	9.17e-172	603
1226	3431c1cb9a9a0b2fa2b71fd206b65a26	AF022196.1.1803	97.527	364	9	0	1	364	414	51	7.34e-178	623
1227	0b2ed99949b9b3bf9eabdf90803aa65b	KX602136.1.1711	97.802	364	5	2	1	364	361	1	2.05e-178	625
1228	6a97379b6d66c4a60deb5ae02b98de73	EU380299.1.1774	92.12	368	24	4	1	366	415	51	4.64e-145	514
1229	43b33b1f9bfb953deeb33c91e4a0a456	JX188294.1.1775	92.225	373	25	4	1	370	402	31	2.17e-148	525
1230	ac2eecb8b37dfcfc5be89ed773888fb4	AC256215.2907.4706	99.727	366	1	0	1	366	414	49	0	671
1231	53248594ec1eef599516cd0d19cbfd15	KY016575.1.1719	99.729	369	1	0	1	369	369	1	0	676
1232	2b82d6ca30afdd451e7a93bc7605a758	SIMON.CB19	96.755	339	11	0	1	339	372	34	1.16e-160	566
1233	36545e9dc5907c63482652b96bc13fc5	AY179975.1.1735	93.175	337	17	5	1	332	386	51	7.03e-138	490
1234	123fce869ca48b1350ad27ce41b4bef2	AY620350.1.1265	99.458	369	2	0	1	369	395	27	0	671
1235	ebab1117594fd859abaa45b8e5c80a8a	SIMON.RF9	97.253	364	10	0	1	364	377	14	3.41e-176	617
1236	ede2b9afbff43c4b3420663b4872e1cc	KJ961658.1.1764	98.538	342	5	0	1	342	389	48	2.49e-172	604
1237	98b748b200624c6b4efeaf37413e6f2b	EF591333.1.1699	96.694	363	10	2	1	362	362	1	9.62e-172	603
1238	6b4860089670f63125fcd51ddf1b4df2	OQ396725.1	99.71	345	0	1	1	345	352	9	4.36e-180	630
1239	e2cc7fdc60c44dddc26cd8f4590e1570	SIMON.WW4	96.389	360	13	0	1	360	372	13	5.69e-169	593
1240	4a2b6e924c8d96c9e0d8bf52c6cd1c40	EU446399.1.1448	91.484	364	28	3	1	363	367	6	4.63e-140	497
1241	d4621358633dd47502838a5d725d36f0	KT179716.1.1808	99.727	366	1	0	1	366	416	51	0	671
1242	863e0c643f40ad1efc843d7eee95e7f2	JF730792.1.1690	100	360	0	0	1	360	360	1	0	665
1243	68cef6e56c9509bed488ae0750bf06d2	HM805019.1.1739	99.415	342	2	0	1	342	363	22	2.47e-177	621
1244	f15350dca69ed5f7b854a01934365da3	AY526487.1.1726	99.721	359	1	0	1	359	369	11	0	658
1245	bdbfd73ec08f1b801608e467a01677fb	KU180671.1.1722	100	364	0	0	1	364	365	2	0	673
1246	5bf3e544979019e9c3382af5aa63d508	AB191437.1.1667	96.108	334	13	0	1	334	334	1	1.51e-154	545
1247	d6636f427c7a40543f98719ae79e6d96	FJ790209.1.1771	100	360	0	0	1	360	407	48	0	665
1248	c3f1355b571bedd77ce5f7bbb36573b5	SIMON.RF9	97.253	364	10	0	1	364	377	14	3.41e-176	617
1249	e428123d2aa29b32cef546d5cb117333	KJ759247.1.1802	99.725	363	1	0	1	363	412	50	0	665
1250	ab6dee055f88c4316966136f8385f493	HQ219384.1.2302	98.045	358	7	0	1	358	370	13	7.21e-178	623
1251	7634c56bb1e89a3ae455260b505d4429	AC256215.2907.4706	93.443	366	0	2	1	342	414	49	2.58e-147	521
1252	cd1ebe7a2c5c8bc4e80163edd6d6ec65	EF591333.1.1699	96.694	363	10	2	1	362	362	1	9.62e-172	603
1253	d1b09d443e6a3f2aeaf26342113e9168	DQ275460.1.2221	92.603	365	22	5	1	362	392	30	9.85e-147	520
1254	c0b1db5f68af7c0d80466ff9f08d8d54	FN690494.1.1683	98.889	360	4	0	1	360	360	1	0	643
1255	8923826426bfab906bbf30d9f57922dd	EF024723.1.1773	92.521	361	19	6	1	359	402	48	5.87e-144	510
1256	d9bf505c58e8b650b9bbf220e29d047b	SIMON.TN9	96.133	362	14	0	1	362	375	14	2.06e-168	592
1257	45967d2c30626947942ba1f4968cb331	AJ000040.1.1775	99.441	358	2	0	1	358	405	48	0	651
1258	b676a4ceab75c2f83faf5c8ebb92b3f0	GQ120120.1.1635	100	358	0	0	1	358	389	32	0	662
1259	d5ea696746ba9c25a0cc18e52cb27753	AB085801.1.1782	99.449	363	2	0	1	363	392	30	0	660
1260	de8fea44b241c1026ee4102f8e86e3eb	KY077692.1.1381	96.419	363	11	2	1	363	376	16	4.44e-170	597
1261	bb3c9cd8ad18b3ab5dba29c7fc57a722	SIMON.GV2	98.347	363	6	0	1	363	375	13	0	638
1262	b3e53082cb939f3a47daf1b5cccdced0	SIMON.SLH10	96.122	361	14	0	1	361	375	15	7.38e-168	590
1263	5a1d305734634d3262a1cef059c5eb38	SIMON.RF9	96.703	364	12	0	1	364	377	14	7.39e-173	606
1264	9417db35099a86dadd2d8735e87af5c4	AF238264.1.1798	91.057	369	24	8	1	365	409	46	7.79e-138	490
1265	8dac884cec8c65c5b83aa3c2287c36d7	KX602136.1.1711	96.486	370	4	8	1	370	361	1	9.76e-172	603
1266	aee71f614bebf805c97fe1a9ed80ae10	AY919776.1.1722	98.347	363	3	3	1	362	390	30	0	634
1267	0b97d45342479db239af7d570af3905e	KJ759272.1.1797	95.879	364	15	0	1	364	414	51	7.44e-168	590
1268	fb88239f8834ac3143c05e4d4657dae6	AB521038.1.1654	100	355	0	0	1	355	355	1	0	656
1269	c340c5e6e443a4095429a363da060e23	AF372771.1.1498	98.413	315	3	2	1	314	314	1	9.48e-157	553
1270	3522a7ddbed8822bd9f7a5e1d63b975a	AB973545.1.1754	91.989	362	27	2	1	361	394	34	7.64e-143	507
1271	b52e0ccd032c33f58a2e2ca59c9353d9	AM114812.1.1833	98.098	368	5	2	1	368	415	50	0	640
1272	40af77e3c53964590ad0f68687f41b7c	SIMON.RF9	96.978	364	11	0	1	364	377	14	1.59e-174	612
1273	d716e574cfd77cdf77e2fde95dc52839	KJ925457.1.1506	99.449	363	2	0	1	363	363	1	0	660
1274	45c2c1519e0a197487b588d830a4388a	AF192386.1.1794	99.721	359	1	0	1	359	409	51	0	658
1275	dcaae291e4d1c313c2381a681702ab80	SIMON.SLH10	96.122	361	14	0	1	361	375	15	7.38e-168	590
1276	8ac409fcf9cbd933535f749fc4ed83af	LC054921.1.1767	97.802	364	7	1	1	363	409	46	5.66e-179	627
1277	3e491aeeb9b1e3c8899646a34734095d	MNPR01008343.7768.9539	100	366	0	0	1	366	414	49	0	676
1278	f09fb866918bdebbbec678539ddb0420	FN690494.1.1683	96.667	360	12	0	1	360	360	1	1.23e-170	599
1279	40f0527209bc5b77eec0aa4d1b898d93	SIMON.SLH10	96.953	361	11	0	1	361	375	15	7.33e-173	606
1280	2c38f5e3716ee1fc1b053235257e2f8a	KJ925362.1.1714	98.645	369	5	0	1	369	386	18	0	654
1281	5cdc38865547d429d36895cca5b5b6dd	AB275082.1.1713	98.31	355	6	0	1	355	355	1	7.25e-178	623
1282	505b08b5786e8494ea67b6ddf06d2403	KX602111.1.1698	95.33	364	17	0	1	364	366	3	1.61e-164	579
1283	d989135f31a235eb1abc2d8b064a4efc	KU359237.1.1514	95.822	359	15	0	1	359	371	13	4.41e-165	580
1284	b399098999719d7628de5a05083d6a40	EF526976.1.1804	98.615	361	3	2	1	359	412	52	0	638
1285	ac402f2d02a17b4cfd8c1fdfa8adce79	JQ227081.1.1617	99.729	369	1	0	1	369	406	38	0	676
1286	317ac3381f516cd7f8244e1790617d12	EF591333.1.1699	96.961	362	11	0	1	362	362	1	2.07e-173	608
1287	d7b926fa5a50402e8f7c3f2299f2920b	KT072193.1.1638	99.713	349	1	0	1	349	403	55	0	640
1288	e4652a7f4f4e6c4a952f28fc1b7a4ebd	AY179990.1.1821	98.37	368	4	2	1	366	418	51	0	645
1289	0d66bc0134903159857aaf71e1aeeda7	DQ190241.1.1840	96.257	374	12	2	1	373	422	50	1.63e-174	612
1290	e00322c6617e7602b1a2458fc14bda66	U18627.1.1748	99.455	367	1	1	1	367	383	18	0	665
1291	1607b916906193652978eeec9724a7b5	SIMON.CB6	95.033	302	13	2	5	306	313	14	6.48e-133	473
1292	070fc751ac09da2ae51bda5f77f13a3a	FN690728.1.1696	96.694	363	9	3	1	361	362	1	3.42e-171	601
1293	c78adc74fba1ff7e8690079f169a4d25	HQ912592.1.1512	92.308	351	23	3	1	350	348	1	1.61e-139	496
1294	7a65e9121bc92ee2ebde0e5544fdb170	EU678669.1.1769	100	359	0	0	1	359	411	53	0	664
1295	399eda8ef0a522e3acbc9c479c314b89	AC256215.2907.4706	99.454	366	2	0	1	366	414	49	0	665
1296	7c41fe05071066ec1a5d31351d29c436	AB181898.1.1744	98.626	364	5	0	1	364	383	20	0	645
1297	7f5725cfa6da12eb9acffe7e50e2d462	SIMON.RF9	96.703	364	12	0	1	364	377	14	7.39e-173	606
1298	ca05971eee8505a616be71080e4bf282	OQ538290.1	96.736	337	11	0	1	337	348	12	1.5e-159	562
1299	5b135660f4dbb66e151aa080462a53b8	KJ925412.1.1734	99.458	369	2	0	1	369	385	17	0	671
1300	6fdfe208d0497c9f2e964175632e4276	HM135090.1.1748	98.645	369	4	1	1	369	388	21	0	652
1301	0c5dff002bc084b9db9839eadb43a5da	DQ103863.1.1790	98.898	363	4	0	1	363	414	52	0	649
1302	cb10b9e5b4d93c4656eec7bb1fa891f9	AM412524.1.1772	100	361	0	0	1	361	408	48	0	667
1303	351c85c111d6cfd2b69cd931ed224e76	EF526891.1.1825	97.305	371	8	2	1	369	420	50	1.6e-179	628
1304	45ee417ac3fe6d7ef084109d02aa9070	JN871720.1.1754	100	358	0	0	1	358	408	51	0	662
1305	cfdcf3eb727de8e585640009ff3fff98	MG669691.1	97.245	363	9	1	1	362	363	1	4.39e-175	614
1306	5f0a8e4a9eebdcc164b63415f7fbc606	AB080305.1.1791	100	362	0	0	1	362	411	50	0	669
